Description,Food,Service,Atmosphere,Price,labe
"We had so much fun. A little table was reserved for us. The staff were very knowledgeable. And, we were able to take our time between samplings, which is not always the case at a winery.",1,1,0,0,1
Awesome service - good wine - great cheeses,1,1,0,0,1
loved it ... the hostesses  were really nice  and the wine was amazing,1,0,0,0,1
We enjoyed this Groupon!!!!!,0,0,0,1,1
Great place,0,0,0,0,1
Definitely worth it.  The hostess was very good and knowledgeable.  Highly recommend.  Already recommended it to several of our friends.,0,1,0,0,1
Great experience.. with knowledge a little cold (visited in winter ___),0,0,0,0,1
Very fun and enjoyable! Interesting and informative and educational as Joe explains the wine making process. Would definitely recommend a visit to Blue Mountain Vineyards to taste delicious well made wine.,1,0,0,0,1
It was a most exciting and joyful experience. I left with a knowledge of wine that I did not have before. Everyone was nice and super helpful.,0,0,0,0,1
Very fun experience!!!! Would absolutely go again!,0,0,0,0,1
love first time i been to a winery and loved all the wine. worth the time going and grrat food in the terminial where this wint tasting is in..,1,0,0,0,1
"Everything was awesome! Great wine, chocolate and overall experience!",1,0,0,0,1
"Great wines, lots of it and tasty chocolates. Great service",1,1,0,0,1
"Great wines, lots of it and tasty chocolates. Great service",1,1,0,0,1
I love it ... I took my best friends for his birthday and he had a ball tasting the chocolate that was paired with the different wines. I would definitely do this again.,1,0,0,0,1
"Went with my girl, had a good tipsy time! Rebecca was great! Request for her!",0,0,0,0,1
"The (chocolate and wine) tasting experience was excellent! However, the wines themselves are mediocre.",1,0,0,0,1
"Wasn't prepared to have a wine tasting take place in the local Giant, however the man who ran the session was so great! He spent about an hour and a half with us going over all the wines and sharing personal experiences. Absolutely worth the money!!",1,0,0,0,1
"I have never had an experience such as this.  The host was well adverse in the winery business.  The education we received was beyond measure.  Not only did he educate us on the different wines, he educated us on what affect they  had on our health good and bad.  The atmosphere was all that, the interaction was 100% participation.  All in all it was a fantastic day.   I tip my glass to Joe who was our presenter.  Way to go Joe, thank you",1,0,1,0,1
"This was a wonderful time! Ask questions! Be interactive! This deal is a steal, I 100% recommend! Bought two bottles of wine with 10% off",1,0,0,1,1
"Excellent experience, look forward on going back.",0,0,0,0,1
We truly had a blast !!!!!! I can't wait to go back again. Jeremy was such a pleasure and soooooo knowledgeable.,0,0,1,0,1
"The staff is awesome and the scenery is beautiful! The owner of the vineyard is the one who actually speaks to you about wine and how it's created. He evenly let us freely walk through the vineyard by ourselves! The chocolate is YUMMY! 

Definitely eat before you go. We tried to find a nice restaurant after leaving, impossible, since your kinda in the middle of no where.",1,1,0,0,1
Joe and his team were extremely knowledgeable. I learned so much today about wine and everything tasted delicious!,1,0,0,0,1
Very nice customer service really enjoyed my time,0,1,0,0,1
Jeremy was so nice and extremely informative!! Great wine and great atmosphere :),1,0,1,0,1
Great date for a couple! We enjoyed the scenery and the wind was very impressive.,1,0,0,0,1
"Great time, lots of great knowledge on wine making.",1,0,0,0,1
Great end to our girls weekend! Kerri was fabulous!,0,0,0,0,1
This was the Best tasting the young Lady doing the tasting was great I have told everyone how much we all enjoyed it if you a chance to do this DO IT Do not hesitate.,1,0,0,0,1
Really knowledgable personable staff good wines. Bought a couple of bottles as gifts. Altogether nice experience.,1,1,0,0,1
"My boyfriend and I went on a whim while in PA. We met Holly and she was extremely kind to us. I must say the wine was delicious! One thing that this groupon doesn't mention is, when you purchase the groupon make sure to call the number so you can schedule your tasting. They do need notice. I highly recommend it and would love to go to see their vineyard also!",0,0,0,1,1
"Excellent wine , friendly, great atmosphere",1,0,1,0,1
"The sales rep was very nice. She explained everything and made it worth while.  Loved the wine and the chocolate pairing. Love the ambiance even though it was located at the entrance of a big supermarket. They have a lot of cute accessories.

I really had a nice time. Would gladly do it again. Even brought six bottles of wine. Wines were delish! Also, signed up to be on their mailing list.",1,0,1,0,1
Location was very beautiful and the owners were amazing!,0,0,0,0,1
"My boyfriend and I went on a whim while in PA. We met Holly and she was extremely kind to us. I must say the wine was delicious! One thing that this groupon doesn't mention is, when you purchase the groupon make sure to call the number so you can schedule your tasting. They do need notice. I highly recommend it and would love to go to see their vineyard also!",1,0,0,1,1
"Excellent wine , friendly, great atmosphere",1,0,1,0,1
"Very clean, nice. Delicious! Vidal is an amazing part of the experience.",1,0,0,0,1
We didn't like any of the wine but the experience was nice.,1,0,0,0,1
Great activity for a bachelorette party!  Takes 2 hours.,0,0,0,0,1
"It was a great experience, welcoming atmosphere, educational and fun!",0,0,1,0,1
Great experience and the tour was very informative.  Wine and chocolate pairings were very good!,0,0,0,1,1
Addresses are not up to date on the Groupon. Make sure you confirm on the company website. We ended up going to a closed location and were really disappointed. We did make it to another tasting room and enjoyed the tasting,1,0,0,1,0
"Had a nice ""family"" day celebrating a very special 85th birthday.",0,0,0,0,1
Yes I would highly recommend it. It is a great place to go with friends drink good wine listen to the band relax and have fun.,1,0,0,0,1
Amazing date! My girlfriend and I had a blast. Go for the Reading Terminal Market location and don't forget to make a reservation!,0,0,0,0,1
"I loved this vineyard. Beautiful scenery, educational tour and the wines are perfectly paired with delicious chocolate. Oh and I couldn't leave without shopping in the store-Great Saturday outing.",1,0,0,0,1
Such a great experience! Took my bestie as part of her birthday gift and we both ended up buying a bottle of wine. She loved it! The worker was so kind and pleasant. Def recommend!!,1,0,0,0,1
Great way to spend Sunday with my bestfriend,0,0,0,0,1
Call ahead.,0,0,0,0,1
Freakin awesome learned so much great 1st time experience... Bring snacks n money lol you can buy bottles of the wine they create,1,0,0,1,1
"AJ was a very knowledgeable,  informative, kind, and fun tasting guide. We had a great time. Yummy chocolates and great wines",1,0,0,0,1
Nice place good wine. Bring snacks!,1,0,0,0,1
Sign up for the monthly email to get 5% off your future wine purchases..,0,0,0,1,1
Very educational!,0,0,0,0,1
Went with my best friend. Very nice experience and quite informative. Would do it again.,0,0,0,0,1
Ask for Meg ? Really great at her job even during Valentine's Day rush,0,0,0,0,1
Staff is very friendly. The owner is very knowledgable and easy to talk to. Highly recommend visiting. I learned a lot about wine,1,0,0,0,1
Red Horizon was the best out of the tasting. Ended up buying a bottle to take home.,1,0,0,0,1
"Go in the fall when the leaves are changing colors. Beautiful scenic drive and the views of the vineyards are the icing on the cake. 

We had a great time at Blue Mountain.  It was fun,  educational, and enlightening.  We'll worth the cost and a nice get away.",1,0,1,0,1
We went to the Montgomery mall location and the two guys working were awesome! So friendly and we started some great conversation! I would recommend this to anyone trying wine for the first time to frequent winery drinkers! Thanks for the experience blue mountain! We will be back soon!,0,0,0,1,1
They don't mind if you do not redeem by date also make reservations!!!!,0,0,0,0,1
The Chocolate pairing was excellent Definitely a hit with the lady I brought ;),0,0,0,0,1
Red Horizon was the best out of the tasting. Ended up buying a bottle to take home.,1,0,0,0,1
"Go in the fall when the leaves are changing colors. Beautiful scenic drive and the views of the vineyards are the icing on the cake. 

We had a great time at Blue Mountain.  It was fun,  educational, and enlightening.  We'll worth the cost and a nice get away.",0,0,1,0,1
We went to the Montgomery mall location and the two guys working were awesome! So friendly and we started some great conversation! I would recommend this to anyone trying wine for the first time to frequent winery drinkers! Thanks for the experience blue mountain! We will be back soon!,1,0,1,0,1
They don't mind if you do not redeem by date also make reservations!!!!,0,0,0,0,1
The Chocolate pairing was excellent Definitely a hit with the lady I brought ;),0,0,0,0,1
"The owner and host, Joe, was very informative, knowledgable, and friendly! The atmosphere was great! Highly recommend a tour and sampling of wine and chocolate",1,0,0,0,1
Awesome experience,0,0,0,0,1
Amazing place and people,0,0,1,0,1
Enjoy itit is fantastic!!,0,0,0,0,1
Must make reservations and they are much busier on the weekends than the weekdays. Try and pack a lunch as they have an outdoor deck and beautiful scenery on the property!!,0,0,0,0,1
After the wine tasting choose your favorite for only $6/glass.,1,0,0,0,1
well worth taking the tour. Joe is very knowledgeable about his business and funny as well.,0,0,0,0,1
Very informative and comfortable,0,0,0,0,1
Be on time.,0,0,0,0,1
Knowledgeable staff and wonderful deck.,0,0,0,0,1
Book the tour a month ahead. It fills up quick. Loved the wine and chocolate pairing and highly recommend.,1,0,0,0,1
Pay careful attention to the road signs. They also have locations in Reading Terminal and Willow Grove.,0,0,0,0,1
"Be sure you realize the only location that offers the wine tour is new tripoli, PA. a group of people that attended when I did came all the way from Virginia because they didn't realize this.",1,0,0,0,1
Very busy on the weekend,0,0,0,0,0
Great little spot for a quick drink,1,0,0,0,1
We loved it! Make sure to make a reservation regardless if it's just the two of you! Diana was great with accomodating us and she was great in helping us through our first wine testing experience. We hope to tour the vineyard next time. :),1,0,0,0,1
"No tip needed, just great service",0,1,0,0,1
"It's a beautiful winery, Sundays they have bands and you can bring your own picnic if you want.  Im going back agian!",1,0,0,0,1
"very friendly staff, cozy environment",0,1,1,0,1
Great place and amazing host,0,1,1,0,1
Great Riesling and petite sirah,1,0,0,0,1
Wonderful time,0,0,0,0,1
Very well educated owner of the vineyard! We stayed for music and wine after our tour and tasting and really enjoyed ourselves!,1,0,0,0,1
"Make a reservation ahead of time; be prepared to taste good wine and learn something. Dallas was an excellent 'educator' of wines, tailored our tasting to our individual liking and was very engaged in the tasting. one of the best we have been to, highly recommend.",1,0,0,0,1
Very informative especially for people who don't know much about wine.,1,0,0,0,1
Great Riesling and petite sirah,1,0,0,0,1
Wonderful time,0,0,0,0,1
Very well educated owner of the vineyard! We stayed for music and wine after our tour and tasting and really enjoyed ourselves!,1,0,0,0,1
"Make a reservation ahead of time; be prepared to taste good wine and learn something. Dallas was an excellent 'educator' of wines, tailored our tasting to our individual liking and was very engaged in the tasting. one of the best we have been to, highly recommend.",1,0,0,0,1
Very informative especially for people who don't know much about wine.,1,0,0,0,1
Try wines you wouldn't typically think you'd like!,1,0,0,0,1
"Not long, quick date",0,0,0,0,1
"Joe was great. Not only did I learn a great deal about wines, I came home with some great selections for the Holidays.",1,0,0,0,1
Recheck your appointments !!!,0,0,0,0,1
It was a good experience the staff is very knowledge about the product and cheeses is delicious!,1,1,0,0,1
Sid was wonderful at the Hershey location!,0,0,0,0,1
Go and enjoy.  Good time.,0,0,0,0,1
Awesome experience!!! Very friendly staff. 100% worth checking out.,0,0,0,0,1
We really had a grate time!!! Sid was a grate hoste and we really enjoyed his insite on wine.,1,0,0,0,1
Plan for it being around 2 hrs,0,0,0,0,1
"Awesome Learning Experience!!
Take the Tour!!
Joe is Great!!",0,0,0,0,1
Sometimes it isn't explained the way they state it when you get there but with Blue Mountain it was all that more. I learned a lot about wines and the tasting part was outstanding,1,0,0,0,1
"Don't expect the world. Just go, have some fun and hope the people sitting next to you are as fun as us.",0,0,0,0,1
"Enjoy the exceptional tour guided by Joe, the knowledgeable owner!",0,0,0,0,1
Great place. Great people.,0,0,0,0,1
Eat something before you go,0,0,0,0,1
Beautiful country scenery. Very nice staff. Excellent selection of wine.,1,1,0,0,1
We were able to try as many wines as we wanted and loved them so much that we bought 8 bottles! We definitely recommend Blue Mountain Vineyards & Cellars! One thing I will say is that we did not realize until we got there that the Hershey location is not the vineyard itself. It is actually a small store within GIANT grocery store. We still enjoyed ourselves though and plan to visit the actual Vineyard one days soon!,1,0,0,0,1
"The class, the sit down question and answer by Joe was great, the wine selection fantastic. The only thing that wasn't right was the $20 I paid to hear a ""jazz"" performance after the tasting. We went onto the deck but never heard a hint of jazz. Maybe we should of sat closer or drank less wine. great place tho'",1,0,0,1,1
"extremely interesting and informative, will go again!!!",0,0,0,0,1
very nice tasting experience,1,0,0,0,1
"Bri's Blush my favorite by far! 
Denise was great. 
Pack a picnic and enjoy the surroundings!",0,0,0,0,1
Learned a lot about types of wine and was a fun experience.,1,0,0,0,1
The environment was friendly and pleasant.  All of the staff on-board that day were accommodating.  This was a good experienceand i would recommend Blue Mountain to others!,0,1,0,0,1
"Call and schedule reservations! On Sundays they have live bands, so you get free entertainment with your sampling!",0,0,0,0,1
Great Experience!  Have more knowledge now then ever about wine and wine making.,0,1,0,0,1
Hershey location is actually inside the Giant Food Store,1,0,0,0,1
Definitely call ahead of time to make sure they are doing the wine tours before you go.,1,0,0,0,1
"little far for us NJ girls to go,but it was a beautiful day and scenary was wonderful.. Winery was so inviting -people were very accommodating and most importantly, WINE WAS GOOD. Enjoyed it very much.",1,0,0,0,1
"This is a ""must do!"" Went with three friends and we had a great time! Joe (our tour guide and owner of the vineyard) was great, his knowledge and presentation allowed me to learn more than I have from any other tour, their wines are wonderful (they have a White Merlot that is amazing...plus so many others) and the prices are affordable. Being able to buy a bottle to enjoy over the ice/fruit pitcher they offer while sitting on their deck overlooking the area after our tour was a wonderful way to end our day of wine tasting. You do not want to miss this opportunity.",1,1,0,1,1
"Wonderful 

Exceptional seevice",0,1,0,0,1
Nice atmosphere. Last visit a little rushed through the tasting. This time around a more knowledgeable person hosted the tasting.,1,0,1,0,1
The owner is extremely knowledgable and spends alot of time teaching about wine.  He was very enjoyable - I highly recommend this groupon to others.,1,0,0,1,1
"Staff was friendly, was was good.  I would go back.  There was 4 in our group and we all enjoyed our tasting.",1,0,0,0,1
Make a reservation! It's very popular so times fill up quick.,0,0,0,0,1
This group is really worth the money,0,0,0,1,1
great place.  I will definitely go back.,0,0,0,0,1
"Great place to go, lots of fun, staff was great!",0,1,0,0,1
Only have a wine tasting with Cidy,1,0,0,0,1
Really nice atmosphere,0,0,1,0,1
"Definitely call ahead - call by Thursday if you want to go over the weekend.  Ask about tours on Sat/Sun.  They are a nice place, but get very crowded/busy.  If you do your groupon on Sunday, there is a Sangria Sunday with music on the deck, but you need to use Groupon before 1 or after 2 (2:30); there is a vineyard tour at 12 noon.  Helpful suggestion to go for the noon tour and then do your Groupon.  Afterword, stay for the music on the deck with your bottle or Sangria.",0,0,1,1,1
Come to explore!,0,0,0,0,1
"While in Hershey, it was a little hard to find BUT well worth it!! In the Giant supermarket. So super nice and the wines were excellent!!",1,0,0,0,1
Plan to stay and enjoy a bottle of wine on their beautiful deck!,1,0,0,0,1
GO!!! Sunday's are extra special with live music featuring local bands. We had a memorable day!,0,0,0,0,1
Long walk for seniors,0,0,0,0,1
Take the time to visit the property.  Try some more tastings at the bar. Share a bottle and have more cheese out on the deck. Enjoy!,1,0,0,0,1
This was a WONDERFUL experience.  We celebrated my daughters 22nd Birthday.  Vicki gave a very informative talk about the wines.  We learned soooo much and enjoyed the deck and view.  We will be back.,1,0,0,0,1
If you plan to go on a Sunday make sure you reserve a spot to see the band also along with your Groupon.,0,0,0,1,1
"Go on a Sunday to enjoy the live bands and take some food to enjoy with your wine while listening! When it's nice outside, the deck is an amazing place to sit. Love it here!",1,0,0,0,1
Definitely make the trip to the vineyard for the tour! What a Wine Education!!,0,1,0,0,1
"Relax and enjoy the ambiance and the ""performance"" of Virgil who was an outstanding wine ""presenter"".
We totally enjoyed Virgil's presentation; the cheese and, definitely, the wine.
We were amazed to discover that Blue Mountain grows their own red grapes for the Merlot, etc.
Not normal in PA.
We went early (12:00PM) on Saturday and our first greeter was Vidal............a 100+ pound Rottie who is such a gentle soul. The next ""gentle soul"" was Virgil who made our stay a delightful treat.
Unlike others......no complaints.
We will definitely come back for another tasting.
Clem & Lynne",1,1,1,0,1
This is a GREAT experience!  The staff was very knowledgeable and made the experience a very pleasant one!,0,0,0,0,1
Great wine. Make sure to take your time and savor the experience.   Almost  every selection I tasted was a winner!,1,0,0,0,1
If wanting a more intimate outing; then go during the week as weekends are busy. Expect to buy more than one bottle because they are delicious.,1,0,0,0,1
"Great time, just bring your open mind and creativity!",0,0,0,0,1
I have been to wine tastings before but this was so much more educational and enjoyable. The Reading Terminal location is intimate and fun. I would recommend this experience as well as the petite syrah to anyone who likes wine.,1,0,0,0,1
Possibly offering seating for the elderly while doing the wine/cheese tasting.,1,0,0,0,1
Wonderful experience,0,0,0,0,1
Willow grove location is inside Giant food store,1,0,0,0,1
Go when their is a tour available,0,0,0,0,1
"Bring your own snacks cheese, etc.  Buy a bottle of wine and enjoy the views and music on Sundays.  Very friendly staff, a wonderful afternoon and pretty good wines!  If you havent had Lehigh Valley wine you will be pleasantly surprised!",1,1,0,0,1
Eat before you go...you'll sample approximately 12 wines.  So you'll be toasted.,1,0,0,0,1
"will be back in the warmer months to sit outside or to enjoy the entertainment, beautiful place",0,0,0,0,1
Was a really nice intro to wine. They were very knowledgeable and invested in teaching about wine. Was a very nice class!,1,0,0,0,1
Dress warm.  Don't be in the corner for tasting--you Re almost forgotten.,1,0,0,0,1
It was a wonderful experience!!,0,0,0,0,1
Plan to have a great time! Very welcoming!,0,0,0,0,1
"Friendly staff, great place to hang out, good white wines.",1,1,0,0,1
It was great. If you go to the one in mongumery mall there is no tour. And park by maceys enterance.,0,0,0,0,1
We loved the wine and cheese tasting and were happy to take several bottles and some cheese home with us.  Thanks!,1,0,0,0,1
Awesome and friendly service.  Delicious wine. Informative tour! Definitely recommended :-),1,1,0,0,1
We enjoyed our visit and spending quality time with our friends who we brought the 4 person package for as an after the Hoildays get together.,0,0,0,0,1
Wines are very good highly recommended.,1,0,0,0,1
"A beautiful vineyard! Staff was great, I will be going back again!!",0,0,0,0,1
the owner gives the tour and takes the time to explain everything a novice needs to learn about wine.  it was a pleasure to learn about winemaking and try the wines to find your favorites.,1,0,0,0,1
It was definitely an enjoyable experience! Everyone was very nice & the owner was helpful on picking out wine. I would recommend this winery to everyone! Thank you!,1,0,0,0,1
Do not recommend it.,0,0,0,0,0
Awesome tasting and knowledgeable staff. Left with 3 bottles of red wine and I had not found a red wine I liked before going to Blue Mountain.,1,1,0,0,1
"Joe was great, fun and very informative . Had a GREAT TIME deff be back and it made us into wine drinkers !!",0,0,0,0,1
"Lovely people, great atmosphere! I'll def be back soon!",0,0,1,0,1
Very enjoyable day.,0,0,0,0,1
"The owner's knowledge and presentation was very informative
And well done! We learned a lot and could buy wine there knowing that 
After the wine pairings/testing. All was worth it! We will return with new friends.",0,1,0,0,1
A nice day trip to sip and learn a little about wine,1,0,0,0,1
Not the wine experience  I'm used to. The wine was great and I think a venue and service should match the quality of the wine.,1,0,0,0,1
The owner was very informative!,0,1,0,0,1
It was fun and infomative and we enjoyed our visit!,0,0,0,0,1
Clean facility great wine knowledgeable friendly staff,0,1,0,0,1
All the Wines we tasted there were Excellent and we also learned a lot on the tour!  We will be buying this wine again!,1,0,0,0,1
Excellent!,0,0,0,0,1
Very informative and friendly staff! Would definitely recommend to friends and family. Thank you!,0,1,0,0,1
It was a very informative class and tour. Joe was entertaining ang clearly loves what he does. Wine tasting was a good learning experience. Wines were a little pricey but no pressure to buy! We bought 3 bottles and got our tasting glasses as a souvenir. Fun afternoon!,0,0,0,0,1
"Very informative, friendly atmosphere, will definitely be back for special events. I do wish that there was more of ""tour"" but as a small vineyard it was a great experience!!",0,0,1,0,1
"Joe, the owner, was super friendly and took his time to answer any questions. He gave a mini lecture about the history of wine making in PA and the differences you can encounter in wine from different regions of the USA. 
I would definitely plan on going back, next time I'll bring the whole family.",1,0,0,0,1
We had a great time! We will be as soon to get more wine!,1,0,0,0,1
Very informative and lovely people,0,0,0,0,1
The tasting was nice would recommend that you actually go to vineyard instead of store front. It is not really set up for you to enjoy your tasting there are no seats so you stand for wine and cheese. The cheeses were good but they were tight with the crackers. Btw they were out of glasses even though 2 were supposed to be included,1,0,0,0,1
Absolutely awesome!!,0,0,0,0,1
I've never been in a vineyard but this experience was very nice really enjoyed it,0,0,0,0,1
Staff was very friendly.  It was very crowded and would have liked a tour included.,0,1,1,0,1
Great tour and excellent wines. I will be returning.,1,0,0,0,1
"We had such an enjoyable time!  Vicki's knowledge of her wines, grapes, pairings, etc ,
blew us away!  Her approach was warm and knowledgeable. This led us to our purchase of wine, along with the
awesome cheese. We will return and tell others!",1,0,0,0,1
"This was not just a tasting, it was so much more! Thank you for the ""old school"" wine education. We loved it!!!",1,0,0,0,1
Vicky and Sheila are very friendly. They are knowledgeable about their product. Also they made us feel welcome.,0,0,0,0,1
The staff was very friendly and helpful.  We enjoyed our time there.,0,1,0,0,1
We had a great time.  The red wines are amazing!  Something you do not really get from an east coast vinetard.,1,0,0,0,1
I had a great time. It was well worth it.,0,0,0,0,1
"Very interesting, informative, and fun!",0,0,0,0,1
Make sure the date and times are correct with  Blue Mountain Vineyards before you go.,0,0,0,0,1
"Tour guide was awesome! Tons of energy, very informative, and personable. Wine was great, and they let you walk through the vineyard (although I am sure that most vineyards will let you). Definitely recommend this vineyard to the novice wine taster! There mascot is pretty cool as well!",1,0,0,0,1
"Our family really enjoyed our day at Blue Mountain !  The people were wonderful, the walk to the  vineyard provided breathtaking scenery, and the wines were so delicious that we brought home a case.",1,0,0,0,1
Maybe include a tour and a bit less talk,0,0,0,0,1
"Amazing time, if the groupon is still available you should jump at the opportunity!",0,0,0,1,1
Cheese was not offered with Groupon as advertised.,1,0,0,0,1
"Extremely educational on wine, more so than any other winery tour I have been thru",1,0,0,0,1
"Our family really enjoyed our day at Blue Mountain !  The people were wonderful, the walk to the  vineyard provided breathtaking scenery, and the wines were so delicious that we brought home a case.",1,0,0,0,1
Maybe include a tour and a bit less talk,0,0,0,0,1
"Amazing time, if the groupon is still available you should jump at the opportunity!",0,0,0,1,1
Cheese was not offered with Groupon as advertised.,1,0,0,1,1
"Extremely educational on wine, more so than any other winery tour I have been thru",1,0,0,0,1
It was a delightful and educational experience.  We all (there were four adults) bought several bottles of wine.  We will probably visit the winery again.,1,0,0,0,1
It was so fun and educational. Thank you!,0,0,0,0,1
Had a great day at the vineyard with my brother.  Loved learning about the science of wine and the process of making it all happen. Thank you Blue Mountain!,1,0,0,0,1
Really enjoyed ourselves. We would recommend to others.,0,0,0,0,1
The owner was great and was very knowledgable andaw to answer all questions. She had fun with us doing the wine tasting and really wanted us to try different kinds of wines. The building is set up nicely and seems like their weekend events would be tons of fun.  I will be back :). Thanks for a fun day!,1,0,0,0,1
"They were very hospitable and the views are amazing.  We fell in love with their dog as well!
I would suggest that even if they charge another $10 more for this, they should BUT they need to have more than 5 tastings when your menu has 20 wines. There were at least 3 more that I might have purchased if I would have been able to taste them.",1,0,0,1,1
Now that I had the opportunity to visit Blue Mountain Vineyard I would definitely purchase their product.  It was excellent.,0,0,0,0,1
JUST LOVE THE BLUE MOUNTAIN VINEYARDS AND ITS STAFF!  HIGHLY RECOMMEND!,0,0,0,0,1
What a great time!  Looking forward to going back for Blues music on a Sunday!,0,0,0,0,1
Great local winery.  Owner is very knowledgeable and friendly.  Property is beautiful and the wines are very good and reasonably priced.  Highly recommend the Cabernet.,1,0,0,1,1
"I actually bought this for my brother & sister in law for a Christmas present !
They loved their experience at the vineyard - they told me their guide was very
informative ! Thanks for adding to their x-mas present !",0,0,0,0,1
Could not have been a better experience.  and the wines were excellent also,1,0,0,0,1
"I've been to several vineyards, but what I had appreciated most about this one was how he was educating us. Most wineries were just about the taste. While going to Blue Mountain I was able to learn more about the ""why's"" and ""how's"". Thank you!",1,0,0,0,1
Great time!,0,0,0,0,1
it was a great time and we will definitely go back!!!!,0,0,0,0,1
"We did not get the cheese paring like we were auppose to on our groupon. However, i enjoyed the experience and the wine",1,0,0,1,1
"Had a wonderful time. Have been to a good number of wine tastings and tours And I learned something new and enjoyed Tom's knowledge and awesome rotwieller, Shiraz. My dad an friend Annie enjoyed their time and loved their pest tour/tasting experience.",1,0,0,0,1
"Loved it...had a wonderful time, learned some interesting facts, will be back to buy more:)",0,0,0,0,1
We had a group of 4 for the wine tasting and we had a really enjoyable experience.  My friend and I are already planning to attend one of the grape picking and stomping events in the next couple of weeks.,1,0,0,0,1
Had an excellent time! Would love to come back another time.,0,0,0,0,1
"This was a great experience! Joe was great, and very helpful!",0,0,0,0,1
"Loved the tour with winemaker, Joe. Loved the wine! We're new Blue Mountain Vineyard fans!",1,0,0,0,1
Very knowledgable and engaging.,0,0,0,0,1
"John was very informative and created a very warm, welcoming atmosphere.  I can honestly say that I think my fiance and I both learned more about the process of making wine than we have from any other vineyard or other resource.  We will definitely be back soon!",1,0,1,0,1
"We really learned a lot about how wine is made, stored and bottle.  Well worth the trip.",1,0,0,0,1
The experience was better than I ever expected!  Very  generous on the wine and cheese portions.  No pressure to purchase.   The store was very nice and the atmosphere was great!!! I would go back again!!!  I should have bought more bottles while I was there!!!,1,0,1,0,1
"Wonderful wine, friendly people.  Had a great visit!",1,0,1,0,1
"very nice place great wine great atmosphere ,very friendly staff. super time",0,1,1,0,1
We had a great time! Great place for a girls day out!,0,0,0,0,1
"A great tasting opportunity in Hummelstown. The
Associate was knowledgeable and friendly.",0,0,0,0,1
Dallas was awesome!!  He was able to educate me on how to open my palate to enhance my wine experience.,0,0,0,0,1
It was an excellent time had at the store in The Montgomery Mall. I plan on visiting the Vineyard for the full experience!!!,0,0,0,0,1
"keep it up, good wine and friendly service",0,1,0,0,1
Had a great time and learned a lot from Joe! Will def be back up :-),0,0,0,0,1
"Attractive tasting room, enjoyed time on the deck.  Tour guide was witty!",1,0,0,0,1
Dallas was awesome!!  He was able to educate me on how to open my palate to enhance my wine experience.,1,0,0,0,1
It was an excellent time had at the store in The Montgomery Mall. I plan on visiting the Vineyard for the full experience!!!,0,0,0,0,1
"keep it up, good wine and friendly service",0,1,0,0,1
Had a great time and learned a lot from Joe! Will def be back up :-),0,0,0,0,1
"Attractive tasting room, enjoyed time on the deck.  Tour guide was witty!",1,0,0,0,1
Enjoyed our day there with John very much!  Learned alot about what makes Blue Mountain varieties so special and the tasting proved that.,1,0,0,0,1
Great time! Enjoyed ourselves a lot!,0,0,0,0,1
thanks blue mountain it was great!,0,0,0,0,1
we really enjoyed our visit,0,0,0,0,1
We had a great time and have been recommending you to our friends here in Mechanicsburg.,0,0,0,0,1
The person giving the class was very knowledgeable about the wine and wine making making process.,1,0,0,0,1
"Wish the class had been more about learning to pair wines with food. Instead, it was more of an expanded tasting of wine and cheese.",1,0,0,0,1
We had a most enjoyable and informative morning at Blue Mountain Vineyard.  Definetly going to repeat that day.,0,0,0,0,1
"This is what I sent to Groupon - Tour by the owner, Joe. Not your typical winery tour. GREAT information on how to interpret wine labels, the differences in wine based on growing regions/soil, the health benefits and concerns of various varietals and fermentation processes. Wines were wonderful - something for every pallet. Wish we could have spent the day with Joe but unfortunately he had work to do.",0,0,0,1,1
I would love to go back again. I would love to drink their red wines when I go out.,0,0,0,0,1
Thanks we had a great time! Dallas was very knowledgeable and made us feel extremely comfortable.,0,0,0,0,1
thought the tour would include a tour of the vineyard,0,0,0,0,1
"Nice time, would of like to have seen the fields instead of just a glance from the window.",0,0,0,0,1
We had a beautiful afternoon at Blue Mountain Vineyard. Spent some time on their deck enjoying the scenery and some wine.,1,0,0,0,1
"Thanks! If it hadn't been for the Groupon my husband and I would not have known about about your vineyard. 
Your vineyard is in a lovely setting and the tasting room, shop and outdoor deck are very comfortable. Not at all snobby. We hope to visit again and plan to check the web page for other events.",0,0,0,1,1
"I recently took my friend to the vineyard for her birthday.  It was our first vineyard tour, and we enjoyed the tasting.  We both left with bottles in our hands!  Thank you!",1,0,0,0,1
"Enjoyed the tour with Joe, the winemaker. Would have like to have gone outside to view the grapes, but it was 90 degrees so better staying inside where it was cooler.",0,0,0,0,1
Wine tasting for couples should be limited to 3 each and they can share. Wine tasting for a single could be 5. The wine tasting part was too rushed to enjoy fully. This plan might slow it down for couples. Also a short visit to the actual vineyard?,1,0,0,0,1
"Finally found a sweet red wine I like!   Thank you soooooo much for Victoria's Pleasure.  I will be returning for more.   Lots more!!!    LOL!!       

                                                                                Kathi O.",1,0,0,0,1
The person who gave the tour was very informative.,0,0,0,0,1
Perfect way to start a day on the LeHigh Valley wine trail.,1,0,0,0,1
Beautiful scenery,0,0,0,0,1
the tour with the extra large 30+ group was handled very well. Thanks for an informative and relaxing afternoon.,0,0,0,0,1
I personally did not care for their wines.,1,0,0,0,1
"tour was a little too long, standing in one spot",0,0,0,0,1
"Did not care for the tour, too long and drawn out, did not see anything actually working, so it was just listening to a speech. Informative but I already new 95% of what was being talked about.",0,0,0,0,1
